snpId;chromosome;position;DSI;DPI;diseaseId;diseaseName;diseaseType;diseaseClass;diseaseSemanticType;score;EI;YearInitial;YearFinal;pmid;source
rs63749835;14;73192799;801;143;C1843015;Alzheimer Disease, Familial, 3, with Spastic Paraparesis and Apraxia;disease;"C10;C23;F01;F03";Disease or Syndrome;0,7;;1999;2001;11524469;UNIPROT
rs63749835;14;73192799;801;143;C1843013;Alzheimer disease, familial, type 3;disease;"C10;F03";Disease or Syndrome;0,7;;1999;2001;11524469;UNIPROT
rs63749835;14;73192799;801;143;C1843014;Alzheimer Disease, Familial, 3, with Spastic Paraparesis and Unusual Plaques;disease;"C10;C23;F03";Disease or Syndrome;0,7;;1999;2001;11524469;UNIPROT
rs63749835;14;73192799;801;143;C0750901;Alzheimer Disease, Early Onset;disease;"C10;F03";Disease or Syndrome;0,02;1;2003;2017;28532645;BEFREE
rs63749835;14;73192799;801;143;C1843014;Alzheimer Disease, Familial, 3, with Spastic Paraparesis and Unusual Plaques;disease;"C10;C23;F03";Disease or Syndrome;0,7;;1999;2001;10441572;UNIPROT
rs63749835;14;73192799;801;143;C1843013;Alzheimer disease, familial, type 3;disease;"C10;F03";Disease or Syndrome;0,7;;1999;2001;10441572;UNIPROT
rs63749835;14;73192799;801;143;C0750901;Alzheimer Disease, Early Onset;disease;"C10;F03";Disease or Syndrome;0,02;1;2003;2017;14552909;BEFREE
rs63749836;14;73192786;878;143;C1843015;Alzheimer Disease, Familial, 3, with Spastic Paraparesis and Apraxia;disease;"C10;C23;F01;F03";Disease or Syndrome;0,7;;1996;2001;8634712;UNIPROT
rs63749836;14;73192786;878;143;C1843015;Alzheimer Disease, Familial, 3, with Spastic Paraparesis and Apraxia;disease;"C10;C23;F01;F03";Disease or Syndrome;0,7;;1996;2001;11524469;UNIPROT
rs63749836;14;73192786;878;143;C1843013;Alzheimer disease, familial, type 3;disease;"C10;F03";Disease or Syndrome;0,7;;1996;2001;11524469;UNIPROT
rs63749836;14;73192786;878;143;C1843014;Alzheimer Disease, Familial, 3, with Spastic Paraparesis and Unusual Plaques;disease;"C10;C23;F03";Disease or Syndrome;0,7;;1996;2001;11524469;UNIPROT
rs63749836;14;73192786;878;143;C1843013;Alzheimer disease, familial, type 3;disease;"C10;F03";Disease or Syndrome;0,7;;1996;2001;10441572;UNIPROT
rs63749836;14;73192786;878;143;C1843015;Alzheimer Disease, Familial, 3, with Spastic Paraparesis and Apraxia;disease;"C10;C23;F01;F03";Disease or Syndrome;0,7;;1996;2001;10441572;UNIPROT
rs63749836;14;73192786;878;143;C1843013;Alzheimer disease, familial, type 3;disease;"C10;F03";Disease or Syndrome;0,7;;1996;2001;8634712;UNIPROT
rs63749836;14;73192786;878;143;C1843014;Alzheimer Disease, Familial, 3, with Spastic Paraparesis and Unusual Plaques;disease;"C10;C23;F03";Disease or Syndrome;0,7;;1996;2001;10441572;UNIPROT
rs63749836;14;73192786;878;143;C1843014;Alzheimer Disease, Familial, 3, with Spastic Paraparesis and Unusual Plaques;disease;"C10;C23;F03";Disease or Syndrome;0,7;;1996;2001;8634712;UNIPROT
rs63749851;1;226885545;1;71;C1847200;ALZHEIMER DISEASE 4;disease;"C10;F03";Disease or Syndrome;0,8;;2000;2000;10631141;UNIPROT
rs63749851;1;226885545;1;71;C1847200;ALZHEIMER DISEASE 4;disease;"C10;F03";Disease or Syndrome;0,8;;2000;2000;10631141;CLINVAR
rs63749880;14;73192720;846;143;C1843014;Alzheimer Disease, Familial, 3, with Spastic Paraparesis and Unusual Plaques;disease;"C10;C23;F03";Disease or Syndrome;0,7;;1999;1999;10447269;UNIPROT
rs63749880;14;73192720;846;143;C0276496;Familial Alzheimer Disease (FAD);disease;"C10;F03";Disease or Syndrome;0,01;1;1999;1999;10447269;BEFREE
rs63749880;14;73192720;846;143;C1843015;Alzheimer Disease, Familial, 3, with Spastic Paraparesis and Apraxia;disease;"C10;C23;F01;F03";Disease or Syndrome;0,7;;1999;1999;10447269;UNIPROT
rs63749880;14;73192720;846;143;C1843013;Alzheimer disease, familial, type 3;disease;"C10;F03";Disease or Syndrome;0,7;;1999;1999;10447269;UNIPROT
rs63749884;1;226888979;846;143;C0276496;Familial Alzheimer Disease (FAD);disease;"C10;F03";Disease or Syndrome;0,04;1;2000;2012;15006697;BEFREE
rs63749884;1;226888979;846;143;C0002395;Alzheimer's Disease;disease;"C10;F03";Disease or Syndrome;0,03;1;2000;2012;19773092;BEFREE
rs63749884;1;226888979;846;143;C1847200;ALZHEIMER DISEASE 4;disease;"C10;F03";Disease or Syndrome;0,8;;1993;2004;7651536;CLINVAR
rs63749884;1;226888979;846;143;C1847200;ALZHEIMER DISEASE 4;disease;"C10;F03";Disease or Syndrome;0,8;;1993;2004;20301414;CLINVAR
rs63749884;1;226888979;846;143;C1847200;ALZHEIMER DISEASE 4;disease;"C10;F03";Disease or Syndrome;0,8;;1993;2004;10631141;UNIPROT
rs63749884;1;226888979;846;143;C0276496;Familial Alzheimer Disease (FAD);disease;"C10;F03";Disease or Syndrome;0,04;1;2000;2012;15755689;BEFREE
rs63749884;1;226888979;846;143;C0276496;Familial Alzheimer Disease (FAD);disease;"C10;F03";Disease or Syndrome;0,04;1;2000;2012;10822446;BEFREE
rs63749884;1;226888979;846;143;C0002395;Alzheimer's Disease;disease;"C10;F03";Disease or Syndrome;0,03;1;2000;2012;10822446;BEFREE
rs63749884;1;226888979;846;143;C0002395;Alzheimer's Disease;disease;"C10;F03";Disease or Syndrome;0,03;1;2000;2012;22531416;BEFREE
rs63749884;1;226888979;846;143;C0276496;Familial Alzheimer Disease (FAD);disease;"C10;F03";Disease or Syndrome;0,04;1;2000;2012;22531416;BEFREE
rs63749884;1;226888979;846;143;C1847200;ALZHEIMER DISEASE 4;disease;"C10;F03";Disease or Syndrome;0,8;;1993;2004;10631141;CLINVAR
rs63749884;1;226888979;846;143;C1847200;ALZHEIMER DISEASE 4;disease;"C10;F03";Disease or Syndrome;0,8;;1993;2004;15055444;CLINVAR
rs63749885;14;73186859;846;143;C1843013;Alzheimer disease, familial, type 3;disease;"C10;F03";Disease or Syndrome;0,8;;1995;1995;7550356;UNIPROT
rs63749885;14;73186859;846;143;C1843013;Alzheimer disease, familial, type 3;disease;"C10;F03";Disease or Syndrome;0,8;;1995;1995;7550356;CLINVAR
rs63749885;14;73186859;846;143;C0002395;Alzheimer's Disease;disease;"C10;F03";Disease or Syndrome;0,01;1;1998;1998;9605727;BEFREE
rs63749885;14;73186859;846;143;C1843015;Alzheimer Disease, Familial, 3, with Spastic Paraparesis and Apraxia;disease;"C10;C23;F01;F03";Disease or Syndrome;0,7;;1995;1995;7550356;UNIPROT
rs63749885;14;73186859;846;143;C1843014;Alzheimer Disease, Familial, 3, with Spastic Paraparesis and Unusual Plaques;disease;"C10;C23;F03";Disease or Syndrome;0,7;;1995;1995;7550356;UNIPROT
rs63749891;14;73198094;878;143;C1843015;Alzheimer Disease, Familial, 3, with Spastic Paraparesis and Apraxia;disease;"C10;C23;F01;F03";Disease or Syndrome;0,7;;1997;1997;9172170;UNIPROT
rs63749891;14;73198094;878;143;C1843013;Alzheimer disease, familial, type 3;disease;"C10;F03";Disease or Syndrome;0,8;;1997;2005;9172170;UNIPROT
rs63749891;14;73198094;878;143;C1843013;Alzheimer disease, familial, type 3;disease;"C10;F03";Disease or Syndrome;0,8;;1997;2005;12660785;CLINVAR
rs63749891;14;73198094;878;143;C4015780;ALZHEIMER DISEASE, FAMILIAL, WITH SPASTIC PARAPARESIS AND UNUSUAL PLAQUES;phenotype;;Finding;0,7;;1997;1997;9172170;CLINVAR
rs63749891;14;73198094;878;143;C1843014;Alzheimer Disease, Familial, 3, with Spastic Paraparesis and Unusual Plaques;disease;"C10;C23;F03";Disease or Syndrome;0,7;;1997;1997;9172170;UNIPROT
rs63749891;14;73198094;878;143;C1843013;Alzheimer disease, familial, type 3;disease;"C10;F03";Disease or Syndrome;0,8;;1997;2005;15534260;CLINVAR
rs63749911;14;73186901;878;143;C1843013;Alzheimer disease, familial, type 3;disease;"C10;F03";Disease or Syndrome;0,7;;2001;2001;11524469;UNIPROT
rs63749911;14;73186901;878;143;C1843014;Alzheimer Disease, Familial, 3, with Spastic Paraparesis and Unusual Plaques;disease;"C10;C23;F03";Disease or Syndrome;0,7;;2001;2001;11524469;UNIPROT
rs63749911;14;73186901;878;143;C1843015;Alzheimer Disease, Familial, 3, with Spastic Paraparesis and Apraxia;disease;"C10;C23;F01;F03";Disease or Syndrome;0,7;;2001;2001;11524469;UNIPROT
rs63749925;14;73219191;846;143;C0750901;Alzheimer Disease, Early Onset;disease;"C10;F03";Disease or Syndrome;0,01;1;1999;1999;10090481;BEFREE
rs63749925;14;73219191;846;143;C1843015;Alzheimer Disease, Familial, 3, with Spastic Paraparesis and Apraxia;disease;"C10;C23;F01;F03";Disease or Syndrome;0,7;;1999;2011;10090481;UNIPROT
rs63749925;14;73219191;846;143;C1843014;Alzheimer Disease, Familial, 3, with Spastic Paraparesis and Unusual Plaques;disease;"C10;C23;F03";Disease or Syndrome;0,7;;1999;2011;21248752;UNIPROT
rs63749925;14;73219191;846;143;C1843014;Alzheimer Disease, Familial, 3, with Spastic Paraparesis and Unusual Plaques;disease;"C10;C23;F03";Disease or Syndrome;0,7;;1999;2011;10090481;UNIPROT
rs63749925;14;73219191;846;143;C1843013;Alzheimer disease, familial, type 3;disease;"C10;F03";Disease or Syndrome;0,7;;1999;2011;21248752;UNIPROT
rs63749925;14;73219191;846;143;C1843013;Alzheimer disease, familial, type 3;disease;"C10;F03";Disease or Syndrome;0,7;;1999;2011;10090481;UNIPROT
rs63749925;14;73219191;846;143;C1843015;Alzheimer Disease, Familial, 3, with Spastic Paraparesis and Apraxia;disease;"C10;C23;F01;F03";Disease or Syndrome;0,7;;1999;2011;21248752;UNIPROT
rs63749937;14;73198105;1;71;C0750901;Alzheimer Disease, Early Onset;disease;"C10;F03";Disease or Syndrome;0,01;1;2002;2002;11701593;BEFREE
rs63749964;21;25891783;784;71;C0276496;Familial Alzheimer Disease (FAD);disease;"C10;F03";Disease or Syndrome;0,05;1;1993;2007;8461968;BEFREE
rs63749964;21;25891783;784;71;C1863053;Alzheimer Disease, Early-Onset, With Cerebral Amyloid Angiopathy;disease;"C10;F03";Disease or Syndrome;0,7;;1991;1993;8476439;UNIPROT
rs63749964;21;25891783;784;71;C0002395;Alzheimer's Disease;disease;"C10;F03";Disease or Syndrome;0,71;1;1991;2005;15614786;BEFREE
rs63749964;21;25891783;784;71;C0750901;Alzheimer Disease, Early Onset;disease;"C10;F03";Disease or Syndrome;0,01;1;2010;2010;19950418;BEFREE
rs63749964;21;25891783;784;71;C0276496;Familial Alzheimer Disease (FAD);disease;"C10;F03";Disease or Syndrome;0,05;1;1993;2007;17101228;BEFREE
rs63749964;21;25891783;784;71;C3549448;ALZHEIMER DISEASE, PROTECTION AGAINST;disease;;Disease or Syndrome;0,7;;1991;1993;8476439;UNIPROT
rs63749964;21;25891783;784;71;C0276496;Familial Alzheimer Disease (FAD);disease;"C10;F03";Disease or Syndrome;0,05;1;1993;2007;9010004;BEFREE
rs63749964;21;25891783;784;71;C1863052;ALZHEIMER DISEASE, FAMILIAL, 1;disease;"C10;F03";Disease or Syndrome;0,8;;1991;1993;1944558;CLINVAR
rs63749964;21;25891783;784;71;C0276496;Familial Alzheimer Disease (FAD);disease;"C10;F03";Disease or Syndrome;0,05;1;1993;2007;9305632;BEFREE
rs63749964;21;25891783;784;71;C1863053;Alzheimer Disease, Early-Onset, With Cerebral Amyloid Angiopathy;disease;"C10;F03";Disease or Syndrome;0,7;;1991;1993;1944558;UNIPROT
rs63749964;21;25891783;784;71;C1863052;ALZHEIMER DISEASE, FAMILIAL, 1;disease;"C10;F03";Disease or Syndrome;0,8;;1991;1993;1944558;UNIPROT
rs63749964;21;25891783;784;71;C3549448;ALZHEIMER DISEASE, PROTECTION AGAINST;disease;;Disease or Syndrome;0,7;;1991;1993;1944558;UNIPROT
rs63749964;21;25891783;784;71;C0002395;Alzheimer's Disease;disease;"C10;F03";Disease or Syndrome;0,71;1;1991;2005;8476439;UNIPROT
rs63749964;21;25891783;784;71;C1863052;ALZHEIMER DISEASE, FAMILIAL, 1;disease;"C10;F03";Disease or Syndrome;0,8;;1991;1993;8476439;UNIPROT
rs63749964;21;25891783;784;71;C0002395;Alzheimer's Disease;disease;"C10;F03";Disease or Syndrome;0,71;1;1991;2005;1944558;UNIPROT
rs63749964;21;25891783;784;71;C0276496;Familial Alzheimer Disease (FAD);disease;"C10;F03";Disease or Syndrome;0,05;1;1993;2007;8599933;BEFREE
rs63749967;14;73170953;878;143;C1843014;Alzheimer Disease, Familial, 3, with Spastic Paraparesis and Unusual Plaques;disease;"C10;C23;F03";Disease or Syndrome;0,7;;1996;2002;8634712;UNIPROT
rs63749967;14;73170953;878;143;C1843015;Alzheimer Disease, Familial, 3, with Spastic Paraparesis and Apraxia;disease;"C10;C23;F01;F03";Disease or Syndrome;0,7;;1996;2002;10441572;UNIPROT
rs63749967;14;73170953;878;143;C1843013;Alzheimer disease, familial, type 3;disease;"C10;F03";Disease or Syndrome;0,7;;1996;2002;10441572;UNIPROT
rs63749967;14;73170953;878;143;C1843015;Alzheimer Disease, Familial, 3, with Spastic Paraparesis and Apraxia;disease;"C10;C23;F01;F03";Disease or Syndrome;0,7;;1996;2002;8634712;UNIPROT
rs63749967;14;73170953;878;143;C1843015;Alzheimer Disease, Familial, 3, with Spastic Paraparesis and Apraxia;disease;"C10;C23;F01;F03";Disease or Syndrome;0,7;;1996;2002;12058025;UNIPROT
rs63749967;14;73170953;878;143;C1843014;Alzheimer Disease, Familial, 3, with Spastic Paraparesis and Unusual Plaques;disease;"C10;C23;F03";Disease or Syndrome;0,7;;1996;2002;12058025;UNIPROT
rs63749967;14;73170953;878;143;C1843014;Alzheimer Disease, Familial, 3, with Spastic Paraparesis and Unusual Plaques;disease;"C10;C23;F03";Disease or Syndrome;0,7;;1996;2002;10441572;UNIPROT
rs63749967;14;73170953;878;143;C1843013;Alzheimer disease, familial, type 3;disease;"C10;F03";Disease or Syndrome;0,7;;1996;2002;12058025;UNIPROT
rs63749967;14;73170953;878;143;C1843013;Alzheimer disease, familial, type 3;disease;"C10;F03";Disease or Syndrome;0,7;;1996;2002;8634712;UNIPROT
rs63750001;14;73219188;846;143;C1843013;Alzheimer disease, familial, type 3;disease;"C10;F03";Disease or Syndrome;0,7;;2001;2011;11524469;UNIPROT
rs63750001;14;73219188;846;143;C1843013;Alzheimer disease, familial, type 3;disease;"C10;F03";Disease or Syndrome;0,7;;2001;2011;16305624;UNIPROT
rs63750001;14;73219188;846;143;C1843013;Alzheimer disease, familial, type 3;disease;"C10;F03";Disease or Syndrome;0,7;;2001;2011;21248752;UNIPROT
rs63750001;14;73219188;846;143;C0276496;Familial Alzheimer Disease (FAD);disease;"C10;F03";Disease or Syndrome;0,02;1;2010;2015;25741723;BEFREE
rs63750001;14;73219188;846;143;C1843015;Alzheimer Disease, Familial, 3, with Spastic Paraparesis and Apraxia;disease;"C10;C23;F01;F03";Disease or Syndrome;0,7;;2001;2011;21248752;UNIPROT
rs63750001;14;73219188;846;143;C0276496;Familial Alzheimer Disease (FAD);disease;"C10;F03";Disease or Syndrome;0,02;1;2010;2015;20460383;BEFREE
rs63750001;14;73219188;846;143;C1843014;Alzheimer Disease, Familial, 3, with Spastic Paraparesis and Unusual Plaques;disease;"C10;C23;F03";Disease or Syndrome;0,7;;2001;2011;21248752;UNIPROT
rs63750001;14;73219188;846;143;C1843014;Alzheimer Disease, Familial, 3, with Spastic Paraparesis and Unusual Plaques;disease;"C10;C23;F03";Disease or Syndrome;0,7;;2001;2011;16305624;UNIPROT
rs63750001;14;73219188;846;143;C1843014;Alzheimer Disease, Familial, 3, with Spastic Paraparesis and Unusual Plaques;disease;"C10;C23;F03";Disease or Syndrome;0,7;;2001;2011;11524469;UNIPROT
rs63750001;14;73219188;846;143;C1843015;Alzheimer Disease, Familial, 3, with Spastic Paraparesis and Apraxia;disease;"C10;C23;F01;F03";Disease or Syndrome;0,7;;2001;2011;16305624;UNIPROT
rs63750001;14;73219188;846;143;C1843015;Alzheimer Disease, Familial, 3, with Spastic Paraparesis and Apraxia;disease;"C10;C23;F01;F03";Disease or Syndrome;0,7;;2001;2011;11524469;UNIPROT
rs63750004;14;73173655;801;143;C0002395;Alzheimer's Disease;disease;"C10;F03";Disease or Syndrome;0,02;1;1999;2011;10448055;BEFREE
rs63750004;14;73173655;801;143;C1843013;Alzheimer disease, familial, type 3;disease;"C10;F03";Disease or Syndrome;0,7;;1996;2001;8634711;UNIPROT
rs63750004;14;73173655;801;143;C1843014;Alzheimer Disease, Familial, 3, with Spastic Paraparesis and Unusual Plaques;disease;"C10;C23;F03";Disease or Syndrome;0,7;;1996;2001;8634711;UNIPROT
rs63750004;14;73173655;801;143;C0002395;Alzheimer's Disease;disease;"C10;F03";Disease or Syndrome;0,02;1;1999;2011;20628413;BEFREE
rs63750004;14;73173655;801;143;C1843014;Alzheimer Disease, Familial, 3, with Spastic Paraparesis and Unusual Plaques;disease;"C10;C23;F03";Disease or Syndrome;0,7;;1996;2001;11524469;UNIPROT
rs63750004;14;73173655;801;143;C1843013;Alzheimer disease, familial, type 3;disease;"C10;F03";Disease or Syndrome;0,7;;1996;2001;11524469;UNIPROT
rs63750004;14;73173655;801;143;C1843015;Alzheimer Disease, Familial, 3, with Spastic Paraparesis and Apraxia;disease;"C10;C23;F01;F03";Disease or Syndrome;0,7;;1996;2001;11524469;UNIPROT
rs63750004;14;73173655;801;143;C1843015;Alzheimer Disease, Familial, 3, with Spastic Paraparesis and Apraxia;disease;"C10;C23;F01;F03";Disease or Syndrome;0,7;;1996;2001;8634711;UNIPROT
rs63750009;14;73192760;821;143;C1843013;Alzheimer disease, familial, type 3;disease;"C10;F03";Disease or Syndrome;0,7;;2001;2001;11524469;UNIPROT
rs63750009;14;73192760;821;143;C1843014;Alzheimer Disease, Familial, 3, with Spastic Paraparesis and Unusual Plaques;disease;"C10;C23;F03";Disease or Syndrome;0,7;;2001;2001;11524469;UNIPROT
rs63750009;14;73192760;821;143;C1843015;Alzheimer Disease, Familial, 3, with Spastic Paraparesis and Apraxia;disease;"C10;C23;F01;F03";Disease or Syndrome;0,7;;2001;2001;11524469;UNIPROT
rs63750009;14;73192760;821;143;C0750901;Alzheimer Disease, Early Onset;disease;"C10;F03";Disease or Syndrome;0,01;1;2010;2010;19912322;BEFREE
rs63750048;1;226883817;923;71;C1847200;ALZHEIMER DISEASE 4;disease;"C10;F03";Disease or Syndrome;0,7;;2008;2008;18427071;CLINVAR
rs63750050;14;73198106;878;143;C1843014;Alzheimer Disease, Familial, 3, with Spastic Paraparesis and Unusual Plaques;disease;"C10;C23;F03";Disease or Syndrome;0,7;;2000;2000;10533070;UNIPROT
rs63750050;14;73198106;878;143;C1843013;Alzheimer disease, familial, type 3;disease;"C10;F03";Disease or Syndrome;0,7;;2000;2000;10533070;UNIPROT
rs63750050;14;73198106;878;143;C1843015;Alzheimer Disease, Familial, 3, with Spastic Paraparesis and Apraxia;disease;"C10;C23;F01;F03";Disease or Syndrome;0,7;;2000;2000;10533070;UNIPROT
rs63750053;14;73192721;784;179;C1843013;Alzheimer disease, familial, type 3;disease;"C10;F03";Disease or Syndrome;0,8;;1998;2017;11524469;CLINVAR
rs63750053;14;73192721;784;179;C1843013;Alzheimer disease, familial, type 3;disease;"C10;F03";Disease or Syndrome;0,8;;1998;2017;28492532;CLINVAR
rs63750053;14;73192721;784;179;C1843015;Alzheimer Disease, Familial, 3, with Spastic Paraparesis and Apraxia;disease;"C10;C23;F01;F03";Disease or Syndrome;0,7;;1998;1998;9521423;UNIPROT
rs63750053;14;73192721;784;179;C1843013;Alzheimer disease, familial, type 3;disease;"C10;F03";Disease or Syndrome;0,8;;1998;2017;27930341;CLINVAR
rs63750053;14;73192721;784;179;C1843013;Alzheimer disease, familial, type 3;disease;"C10;F03";Disease or Syndrome;0,8;;1998;2017;26923592;CLINVAR
rs63750053;14;73192721;784;179;C1843013;Alzheimer disease, familial, type 3;disease;"C10;F03";Disease or Syndrome;0,8;;1998;2017;9521418;CLINVAR
rs63750053;14;73192721;784;179;C1843014;Alzheimer Disease, Familial, 3, with Spastic Paraparesis and Unusual Plaques;disease;"C10;C23;F03";Disease or Syndrome;0,7;;1998;1998;9521423;UNIPROT
rs63750053;14;73192721;784;179;C1843013;Alzheimer disease, familial, type 3;disease;"C10;F03";Disease or Syndrome;0,8;;1998;2017;27206484;CLINVAR
rs63750053;14;73192721;784;179;C1843013;Alzheimer disease, familial, type 3;disease;"C10;F03";Disease or Syndrome;0,8;;1998;2017;9521423;UNIPROT
rs63750053;14;73192721;784;179;C0276496;Familial Alzheimer Disease (FAD);disease;"C10;F03";Disease or Syndrome;0,01;1;1999;1999;10447269;BEFREE
rs63750053;14;73192721;784;179;C1843013;Alzheimer disease, familial, type 3;disease;"C10;F03";Disease or Syndrome;0,8;;1998;2017;10468510;CLINVAR
rs63750053;14;73192721;784;179;C1843013;Alzheimer disease, familial, type 3;disease;"C10;F03";Disease or Syndrome;0,8;;1998;2017;17197420;CLINVAR
rs63750053;14;73192721;784;179;C1843013;Alzheimer disease, familial, type 3;disease;"C10;F03";Disease or Syndrome;0,8;;1998;2017;24773620;CLINVAR
rs63750064;21;25897605;801;71;C0002395;Alzheimer's Disease;disease;"C10;F03";Disease or Syndrome;0,71;1;2004;2004;15201367;UNIPROT
rs63750064;21;25897605;801;71;C0002395;Alzheimer's Disease;disease;"C10;F03";Disease or Syndrome;0,71;1;2004;2004;15201367;BEFREE
rs63750064;21;25897605;801;71;C1863052;ALZHEIMER DISEASE, FAMILIAL, 1;disease;"C10;F03";Disease or Syndrome;0,7;;2004;2004;15201367;UNIPROT
rs63750064;21;25897605;801;71;C3549448;ALZHEIMER DISEASE, PROTECTION AGAINST;disease;;Disease or Syndrome;0,7;;2004;2004;15201367;UNIPROT
rs63750064;21;25897605;801;71;C0276496;Familial Alzheimer Disease (FAD);disease;"C10;F03";Disease or Syndrome;0,01;1;2004;2004;15201367;BEFREE
rs63750064;21;25897605;801;71;C1863053;Alzheimer Disease, Early-Onset, With Cerebral Amyloid Angiopathy;disease;"C10;F03";Disease or Syndrome;0,7;;2004;2004;15201367;UNIPROT
rs63750066;21;25891796;756;143;C1863052;ALZHEIMER DISEASE, FAMILIAL, 1;disease;"C10;F03";Disease or Syndrome;0,7;;1993;2005;15365148;UNIPROT
rs63750066;21;25891796;756;143;C0002395;Alzheimer's Disease;disease;"C10;F03";Disease or Syndrome;0,72;1;1993;2015;15365148;UNIPROT
rs63750066;21;25891796;756;143;C0002395;Alzheimer's Disease;disease;"C10;F03";Disease or Syndrome;0,72;1;1993;2015;15365148;BEFREE
rs63750066;21;25891796;756;143;C0002395;Alzheimer's Disease;disease;"C10;F03";Disease or Syndrome;0,72;1;1993;2015;25948718;BEFREE
rs63750066;21;25891796;756;143;C3549448;ALZHEIMER DISEASE, PROTECTION AGAINST;disease;;Disease or Syndrome;0,7;;1993;2005;1303275;UNIPROT
rs63750066;21;25891796;756;143;C1863052;ALZHEIMER DISEASE, FAMILIAL, 1;disease;"C10;F03";Disease or Syndrome;0,7;;1993;2005;1303275;UNIPROT
rs63750066;21;25891796;756;143;C0002395;Alzheimer's Disease;disease;"C10;F03";Disease or Syndrome;0,72;1;1993;2015;1303275;UNIPROT
rs63750066;21;25891796;756;143;C1863053;Alzheimer Disease, Early-Onset, With Cerebral Amyloid Angiopathy;disease;"C10;F03";Disease or Syndrome;0,7;;1993;2005;15365148;UNIPROT
rs63750066;21;25891796;756;143;C1863053;Alzheimer Disease, Early-Onset, With Cerebral Amyloid Angiopathy;disease;"C10;F03";Disease or Syndrome;0,7;;1993;2005;1303275;UNIPROT
rs63750066;21;25891796;756;143;C3549448;ALZHEIMER DISEASE, PROTECTION AGAINST;disease;;Disease or Syndrome;0,7;;1993;2005;15365148;UNIPROT
rs63750082;14;73192712;734;179;C1843013;Alzheimer disease, familial, type 3;disease;"C10;F03";Disease or Syndrome;0,8;;2001;2017;11710891;UNIPROT
rs63750082;14;73192712;734;179;C1843015;Alzheimer Disease, Familial, 3, with Spastic Paraparesis and Apraxia;disease;"C10;C23;F01;F03";Disease or Syndrome;0,7;;2001;2001;11524469;UNIPROT
rs63750082;14;73192712;734;179;C1843013;Alzheimer disease, familial, type 3;disease;"C10;F03";Disease or Syndrome;0,8;;2001;2017;25333068;CLINVAR
rs63750082;14;73192712;734;179;C1843014;Alzheimer Disease, Familial, 3, with Spastic Paraparesis and Unusual Plaques;disease;"C10;C23;F03";Disease or Syndrome;0,7;;2001;2001;11524469;UNIPROT
rs63750082;14;73192712;734;179;C0002395;Alzheimer's Disease;disease;"C10;F03";Disease or Syndrome;0,02;1;2001;2013;11710891;BEFREE
rs63750082;14;73192712;734;179;C1843013;Alzheimer disease, familial, type 3;disease;"C10;F03";Disease or Syndrome;0,8;;2001;2017;27073747;CLINVAR
rs63750082;14;73192712;734;179;C0002395;Alzheimer's Disease;disease;"C10;F03";Disease or Syndrome;0,02;1;2001;2013;23114514;BEFREE
rs63750082;14;73192712;734;179;C1843013;Alzheimer disease, familial, type 3;disease;"C10;F03";Disease or Syndrome;0,8;;2001;2017;22312439;CLINVAR
rs63750082;14;73192712;734;179;C1843014;Alzheimer Disease, Familial, 3, with Spastic Paraparesis and Unusual Plaques;disease;"C10;C23;F03";Disease or Syndrome;0,7;;2001;2001;11710891;UNIPROT
rs63750082;14;73192712;734;179;C1843015;Alzheimer Disease, Familial, 3, with Spastic Paraparesis and Apraxia;disease;"C10;C23;F01;F03";Disease or Syndrome;0,7;;2001;2001;11710891;UNIPROT
rs63750082;14;73192712;734;179;C0276496;Familial Alzheimer Disease (FAD);disease;"C10;F03";Disease or Syndrome;0,01;1;2015;2015;26214276;BEFREE
rs63750082;14;73192712;734;179;C1843013;Alzheimer disease, familial, type 3;disease;"C10;F03";Disease or Syndrome;0,8;;2001;2017;28492532;CLINVAR
rs63750082;14;73192712;734;179;C1843013;Alzheimer disease, familial, type 3;disease;"C10;F03";Disease or Syndrome;0,8;;2001;2017;18797263;CLINVAR
rs63750082;14;73192712;734;179;C1843013;Alzheimer disease, familial, type 3;disease;"C10;F03";Disease or Syndrome;0,8;;2001;2017;11524469;UNIPROT
rs63750082;14;73192712;734;179;C1843013;Alzheimer disease, familial, type 3;disease;"C10;F03";Disease or Syndrome;0,8;;2001;2017;11524469;CLINVAR
rs63750082;14;73192712;734;179;C1843013;Alzheimer disease, familial, type 3;disease;"C10;F03";Disease or Syndrome;0,8;;2001;2017;27930341;CLINVAR
rs63750082;14;73192712;734;179;C1843013;Alzheimer disease, familial, type 3;disease;"C10;F03";Disease or Syndrome;0,8;;2001;2017;11710891;CLINVAR
rs63750083;14;73219177;744;179;C1843013;Alzheimer disease, familial, type 3;disease;"C10;F03";Disease or Syndrome;0,8;;1993;2017;27930341;CLINVAR
rs63750083;14;73219177;744;179;C1843015;Alzheimer Disease, Familial, 3, with Spastic Paraparesis and Apraxia;disease;"C10;C23;F01;F03";Disease or Syndrome;0,7;;1998;2001;9833068;UNIPROT
rs63750083;14;73219177;744;179;C1843013;Alzheimer disease, familial, type 3;disease;"C10;F03";Disease or Syndrome;0,8;;1993;2017;11524469;UNIPROT
rs63750083;14;73219177;744;179;C1843013;Alzheimer disease, familial, type 3;disease;"C10;F03";Disease or Syndrome;0,8;;1993;2017;16628450;CLINVAR
rs63750083;14;73219177;744;179;C1843013;Alzheimer disease, familial, type 3;disease;"C10;F03";Disease or Syndrome;0,8;;1993;2017;28492532;CLINVAR
