DATE ADDED TO CATALOG;PUBMEDID;FIRST AUTHOR;DATE;JOURNAL;LINK;STUDY;DISEASE/TRAIT;INITIAL SAMPLE SIZE;REPLICATION SAMPLE SIZE;REGION;CHR_ID;CHR_POS;REPORTED GENE(S);MAPPED_GENE;UPSTREAM_GENE_ID;DOWNSTREAM_GENE_ID;SNP_GENE_IDS;UPSTREAM_GENE_DISTANCE;DOWNSTREAM_GENE_DISTANCE;STRONGEST SNP-RISK ALLELE;SNPS;MERGED;SNP_ID_CURRENT;CONTEXT;INTERGENIC;RISK ALLELE FREQUENCY;P-VALUE;PVALUE_MLOG;P-VALUE (TEXT);OR or BETA;95% CI (TEXT);PLATFORM [SNPS PASSING QC];CNV;MAPPED_TRAIT;MAPPED_TRAIT_URI;STUDY ACCESSION;GENOTYPING TECHNOLOGY
20-07-2018;29777097;Marioni RE;18-05-2018;Transl Psychiatry;www.ncbi.nlm.nih.gov/pubmed/29777097;GWAS on family history of Alzheimer's disease.;Alzheimer's disease or family history of Alzheimer's disease;up to 42,034 British ancestry individuals with parental history of Alzheimer's disease, at least 272,244 British ancestry individuals with no parental history of Alzheimer's disease, 25,580 Alzheimer's disease cases, 48,466 controls;NA;19q13.32;19;44848259;NR;NECTIN2;;;ENSG00000130202;;;rs41289512-?;rs41289512;0;41289512;intron_variant;0;NR;5,00E-175;1,74E+16;;;;Affymetrix [7795605] (imputed);N;Alzheimer's disease, family history of Alzheimer’s disease;http://www.ebi.ac.uk/efo/EFO_0000249, http://www.ebi.ac.uk/efo/EFO_0009268;GCST005922;Genome-wide genotyping array
20-07-2018;29777097;Marioni RE;18-05-2018;Transl Psychiatry;www.ncbi.nlm.nih.gov/pubmed/29777097;GWAS on family history of Alzheimer's disease.;Alzheimer's disease or family history of Alzheimer's disease;up to 42,034 British ancestry individuals with parental history of Alzheimer's disease, at least 272,244 British ancestry individuals with no parental history of Alzheimer's disease, 25,580 Alzheimer's disease cases, 48,466 controls;NA;19q13.32;19;44821499;NR;BCAM - NECTIN2;ENSG00000187244;ENSG00000130202;;78;24676;rs28399664-?;rs28399664;0;28399664;intergenic_variant;1;NR;0,00000005;7,30E+15;;;;Affymetrix [7795605] (imputed);N;Alzheimer's disease, family history of Alzheimer’s disease;http://www.ebi.ac.uk/efo/EFO_0000249, http://www.ebi.ac.uk/efo/EFO_0009268;GCST005922;Genome-wide genotyping array
20-07-2018;29777097;Marioni RE;18-05-2018;Transl Psychiatry;www.ncbi.nlm.nih.gov/pubmed/29777097;GWAS on family history of Alzheimer's disease.;Alzheimer's disease or family history of Alzheimer's disease;up to 42,034 British ancestry individuals with parental history of Alzheimer's disease, at least 272,244 British ancestry individuals with no parental history of Alzheimer's disease, 25,580 Alzheimer's disease cases, 48,466 controls;NA;19q13.32;19;44838691;NR;BCAM - NECTIN2;ENSG00000187244;ENSG00000130202;;17270;7484;rs10407439-?;rs10407439;0;10407439;intergenic_variant;1;NR;0,00000005;7,30E+15;;;;Affymetrix [7795605] (imputed);N;Alzheimer's disease, family history of Alzheimer’s disease;http://www.ebi.ac.uk/efo/EFO_0000249, http://www.ebi.ac.uk/efo/EFO_0009268;GCST005922;Genome-wide genotyping array
20-07-2018;29777097;Marioni RE;18-05-2018;Transl Psychiatry;www.ncbi.nlm.nih.gov/pubmed/29777097;GWAS on family history of Alzheimer's disease.;Alzheimer's disease or family history of Alzheimer's disease;up to 42,034 British ancestry individuals with parental history of Alzheimer's disease, at least 272,244 British ancestry individuals with no parental history of Alzheimer's disease, 25,580 Alzheimer's disease cases, 48,466 controls;NA;19q13.32;19;44840407;NR;BCAM - NECTIN2;ENSG00000187244;ENSG00000130202;;18986;5768;rs2972562-?;rs2972562;0;2972562;intergenic_variant;1;NR;0,00000005;7,30E+15;;;;Affymetrix [7795605] (imputed);N;Alzheimer's disease, family history of Alzheimer’s disease;http://www.ebi.ac.uk/efo/EFO_0000249, http://www.ebi.ac.uk/efo/EFO_0009268;GCST005922;Genome-wide genotyping array
20-07-2018;29777097;Marioni RE;18-05-2018;Transl Psychiatry;www.ncbi.nlm.nih.gov/pubmed/29777097;GWAS on family history of Alzheimer's disease.;Alzheimer's disease or family history of Alzheimer's disease;up to 42,034 British ancestry individuals with parental history of Alzheimer's disease, at least 272,244 British ancestry individuals with no parental history of Alzheimer's disease, 25,580 Alzheimer's disease cases, 48,466 controls;NA;19q13.32;19;44874077;NR;NECTIN2;;;ENSG00000130202;;;rs393584-?;rs393584;0;393584;intron_variant;0;NR;0,00000005;7,30E+15;;;;Affymetrix [7795605] (imputed);N;Alzheimer's disease, family history of Alzheimer’s disease;http://www.ebi.ac.uk/efo/EFO_0000249, http://www.ebi.ac.uk/efo/EFO_0009268;GCST005922;Genome-wide genotyping array
20-07-2018;29777097;Marioni RE;18-05-2018;Transl Psychiatry;www.ncbi.nlm.nih.gov/pubmed/29777097;GWAS on family history of Alzheimer's disease.;Alzheimer's disease or family history of Alzheimer's disease;up to 42,034 British ancestry individuals with parental history of Alzheimer's disease, at least 272,244 British ancestry individuals with no parental history of Alzheimer's disease, 25,580 Alzheimer's disease cases, 48,466 controls;NA;19q13.32;19;44890259;NR;AC011481.2;;;ENSG00000267282;;;rs117310449-?;rs117310449;0;117310449;intron_variant;0;NR;0,00000005;7,30E+15;;;;Affymetrix [7795605] (imputed);N;Alzheimer's disease, family history of Alzheimer’s disease;http://www.ebi.ac.uk/efo/EFO_0000249, http://www.ebi.ac.uk/efo/EFO_0009268;GCST005922;Genome-wide genotyping array
20-07-2018;29777097;Marioni RE;18-05-2018;Transl Psychiatry;www.ncbi.nlm.nih.gov/pubmed/29777097;GWAS on family history of Alzheimer's disease.;Alzheimer's disease or family history of Alzheimer's disease;up to 42,034 British ancestry individuals with parental history of Alzheimer's disease, at least 272,244 British ancestry individuals with no parental history of Alzheimer's disease, 25,580 Alzheimer's disease cases, 48,466 controls;NA;19q13.32;19;44876259;NR;NECTIN2;;;ENSG00000130202;;;rs412776-?;rs412776;0;412776;intron_variant;0;NR;5,00E-15;1,43E+16;;;;Affymetrix [7795605] (imputed);N;Alzheimer's disease, family history of Alzheimer’s disease;http://www.ebi.ac.uk/efo/EFO_0000249, http://www.ebi.ac.uk/efo/EFO_0009268;GCST005922;Genome-wide genotyping array
20-07-2018;29777097;Marioni RE;18-05-2018;Transl Psychiatry;www.ncbi.nlm.nih.gov/pubmed/29777097;GWAS on family history of Alzheimer's disease.;Alzheimer's disease or family history of Alzheimer's disease;up to 42,034 British ancestry individuals with parental history of Alzheimer's disease, at least 272,244 British ancestry individuals with no parental history of Alzheimer's disease, 25,580 Alzheimer's disease cases, 48,466 controls;NA;19q13.32;19;44878777;NR;NECTIN2;;;ENSG00000130202;;;rs6859-?;rs6859;0;6859;3_prime_UTR_variant;0;NR;1,00E-155;1550;;;;Affymetrix [7795605] (imputed);N;Alzheimer's disease, family history of Alzheimer’s disease;http://www.ebi.ac.uk/efo/EFO_0000249, http://www.ebi.ac.uk/efo/EFO_0009268;GCST005922;Genome-wide genotyping array
20-07-2018;29777097;Marioni RE;18-05-2018;Transl Psychiatry;www.ncbi.nlm.nih.gov/pubmed/29777097;GWAS on family history of Alzheimer's disease.;Alzheimer's disease or family history of Alzheimer's disease;up to 42,034 British ancestry individuals with parental history of Alzheimer's disease, at least 272,244 British ancestry individuals with no parental history of Alzheimer's disease, 25,580 Alzheimer's disease cases, 48,466 controls;NA;19q13.32;19;44879709;NR;NECTIN2;;;ENSG00000130202;;;rs3852860-?;rs3852860;0;3852860;intron_variant;0;NR;0,00000005;7,30E+15;;;;Affymetrix [7795605] (imputed);N;Alzheimer's disease, family history of Alzheimer’s disease;http://www.ebi.ac.uk/efo/EFO_0000249, http://www.ebi.ac.uk/efo/EFO_0009268;GCST005922;Genome-wide genotyping array
20-07-2018;29777097;Marioni RE;18-05-2018;Transl Psychiatry;www.ncbi.nlm.nih.gov/pubmed/29777097;GWAS on family history of Alzheimer's disease.;Alzheimer's disease or family history of Alzheimer's disease;up to 42,034 British ancestry individuals with parental history of Alzheimer's disease, at least 272,244 British ancestry individuals with no parental history of Alzheimer's disease, 25,580 Alzheimer's disease cases, 48,466 controls;NA;19q13.32;19;44895376;NR;TOMM40;;;ENSG00000130204;;;rs11668327-?;rs11668327;0;11668327;intron_variant;0;NR;0,00000005;7,30E+15;;;;Affymetrix [7795605] (imputed);N;Alzheimer's disease, family history of Alzheimer’s disease;http://www.ebi.ac.uk/efo/EFO_0000249, http://www.ebi.ac.uk/efo/EFO_0009268;GCST005922;Genome-wide genotyping array
20-07-2018;29777097;Marioni RE;18-05-2018;Transl Psychiatry;www.ncbi.nlm.nih.gov/pubmed/29777097;GWAS on family history of Alzheimer's disease.;Alzheimer's disease or family history of Alzheimer's disease;up to 42,034 British ancestry individuals with parental history of Alzheimer's disease, at least 272,244 British ancestry individuals with no parental history of Alzheimer's disease, 25,580 Alzheimer's disease cases, 48,466 controls;NA;19q13.32;19;44910109;NR;AC011481.3;;;ENSG00000280087;;;rs1081106-?;rs1081106;0;1081106;non_coding_transcript_exon_variant;0;NR;0,00000005;7,30E+15;;;;Affymetrix [7795605] (imputed);N;Alzheimer's disease, family history of Alzheimer’s disease;http://www.ebi.ac.uk/efo/EFO_0000249, http://www.ebi.ac.uk/efo/EFO_0009268;GCST005922;Genome-wide genotyping array
20-07-2018;29777097;Marioni RE;18-05-2018;Transl Psychiatry;www.ncbi.nlm.nih.gov/pubmed/29777097;GWAS on family history of Alzheimer's disease.;Alzheimer's disease or family history of Alzheimer's disease;up to 42,034 British ancestry individuals with parental history of Alzheimer's disease, at least 272,244 British ancestry individuals with no parental history of Alzheimer's disease, 25,580 Alzheimer's disease cases, 48,466 controls;NA;19q13.32;19;44913034;NR;AC011481.3;;;ENSG00000280087;;;rs59325138-?;rs59325138;0;59325138;non_coding_transcript_exon_variant;0;NR;0,00000005;7,30E+15;;;;Affymetrix [7795605] (imputed);N;Alzheimer's disease, family history of Alzheimer’s disease;http://www.ebi.ac.uk/efo/EFO_0000249, http://www.ebi.ac.uk/efo/EFO_0009268;GCST005922;Genome-wide genotyping array
20-07-2018;29777097;Marioni RE;18-05-2018;Transl Psychiatry;www.ncbi.nlm.nih.gov/pubmed/29777097;GWAS on family history of Alzheimer's disease.;Alzheimer's disease or family history of Alzheimer's disease;up to 42,034 British ancestry individuals with parental history of Alzheimer's disease, at least 272,244 British ancestry individuals with no parental history of Alzheimer's disease, 25,580 Alzheimer's disease cases, 48,466 controls;NA;19q13.32;19;44905307;NR;TOMM40 - APOE;ENSG00000130204;ENSG00000130203;;1618;447;rs449647-?;rs449647;0;449647;regulatory_region_variant;1;NR;2,00E-58;5,77E+15;;;;Affymetrix [7795605] (imputed);N;Alzheimer's disease, family history of Alzheimer’s disease;http://www.ebi.ac.uk/efo/EFO_0000249, http://www.ebi.ac.uk/efo/EFO_0009268;GCST005922;Genome-wide genotyping array
20-07-2018;29777097;Marioni RE;18-05-2018;Transl Psychiatry;www.ncbi.nlm.nih.gov/pubmed/29777097;GWAS on family history of Alzheimer's disease.;Alzheimer's disease or family history of Alzheimer's disease;up to 42,034 British ancestry individuals with parental history of Alzheimer's disease, at least 272,244 British ancestry individuals with no parental history of Alzheimer's disease, 25,580 Alzheimer's disease cases, 48,466 controls;NA;19q13.32;19;44858389;NR;NECTIN2;;;ENSG00000130202;;;rs365653-?;rs365653;0;365653;intron_variant;0;NR;0,00000005;7,30E+15;;;;Affymetrix [7795605] (imputed);N;Alzheimer's disease, family history of Alzheimer’s disease;http://www.ebi.ac.uk/efo/EFO_0000249, http://www.ebi.ac.uk/efo/EFO_0009268;GCST005922;Genome-wide genotyping array
20-07-2018;29777097;Marioni RE;18-05-2018;Transl Psychiatry;www.ncbi.nlm.nih.gov/pubmed/29777097;GWAS on family history of Alzheimer's disease.;Alzheimer's disease or family history of Alzheimer's disease;up to 42,034 British ancestry individuals with parental history of Alzheimer's disease, at least 272,244 British ancestry individuals with no parental history of Alzheimer's disease, 25,580 Alzheimer's disease cases, 48,466 controls;NA;19q13.32;19;44908822;NR;APOE;;;ENSG00000130203;;;rs7412-?;rs7412;0;7412;missense_variant;0;NR;2,00E-76;7,57E+15;;;;Affymetrix [7795605] (imputed);N;Alzheimer's disease, family history of Alzheimer’s disease;http://www.ebi.ac.uk/efo/EFO_0000249, http://www.ebi.ac.uk/efo/EFO_0009268;GCST005922;Genome-wide genotyping array
20-07-2018;29777097;Marioni RE;18-05-2018;Transl Psychiatry;www.ncbi.nlm.nih.gov/pubmed/29777097;GWAS on family history of Alzheimer's disease.;Alzheimer's disease or family history of Alzheimer's disease;up to 42,034 British ancestry individuals with parental history of Alzheimer's disease, at least 272,244 British ancestry individuals with no parental history of Alzheimer's disease, 25,580 Alzheimer's disease cases, 48,466 controls;NA;19q13.32;19;44799247;NR;CBLC;;;ENSG00000142273;;;rs148933445-?;rs148933445;0;148933445;intron_variant;0;NR;0,00000005;7,30E+15;;;;Affymetrix [7795605] (imputed);N;Alzheimer's disease, family history of Alzheimer’s disease;http://www.ebi.ac.uk/efo/EFO_0000249, http://www.ebi.ac.uk/efo/EFO_0009268;GCST005922;Genome-wide genotyping array
20-07-2018;29777097;Marioni RE;18-05-2018;Transl Psychiatry;www.ncbi.nlm.nih.gov/pubmed/29777097;GWAS on family history of Alzheimer's disease.;Alzheimer's disease or family history of Alzheimer's disease;up to 42,034 British ancestry individuals with parental history of Alzheimer's disease, at least 272,244 British ancestry individuals with no parental history of Alzheimer's disease, 25,580 Alzheimer's disease cases, 48,466 controls;NA;19q13.32;19;44920687;NR;APOC1 - APOC1P1;ENSG00000130208;ENSG00000214855;;1338;6117;rs144311893-?;rs144311893;0;144311893;intergenic_variant;1;NR;0,00000005;7,30E+15;;;;Affymetrix [7795605] (imputed);N;Alzheimer's disease, family history of Alzheimer’s disease;http://www.ebi.ac.uk/efo/EFO_0000249, http://www.ebi.ac.uk/efo/EFO_0009268;GCST005922;Genome-wide genotyping array
20-07-2018;29777097;Marioni RE;18-05-2018;Transl Psychiatry;www.ncbi.nlm.nih.gov/pubmed/29777097;GWAS on family history of Alzheimer's disease.;Alzheimer's disease or family history of Alzheimer's disease;up to 42,034 British ancestry individuals with parental history of Alzheimer's disease, at least 272,244 British ancestry individuals with no parental history of Alzheimer's disease, 25,580 Alzheimer's disease cases, 48,466 controls;NA;19q13.32;19;44917843;NR;APOC1;;;ENSG00000130208;;;rs3925681-?;rs3925681;0;3925681;intron_variant;0;NR;7,00E-162;1,61E+16;;;;Affymetrix [7795605] (imputed);N;Alzheimer's disease, family history of Alzheimer’s disease;http://www.ebi.ac.uk/efo/EFO_0000249, http://www.ebi.ac.uk/efo/EFO_0009268;GCST005922;Genome-wide genotyping array
20-07-2018;29777097;Marioni RE;18-05-2018;Transl Psychiatry;www.ncbi.nlm.nih.gov/pubmed/29777097;GWAS on family history of Alzheimer's disease.;Alzheimer's disease or family history of Alzheimer's disease;up to 42,034 British ancestry individuals with parental history of Alzheimer's disease, at least 272,244 British ancestry individuals with no parental history of Alzheimer's disease, 25,580 Alzheimer's disease cases, 48,466 controls;NA;19q13.32;19;44926286;NR;APOC1 - APOC1P1;ENSG00000130208;ENSG00000214855;;6937;518;rs71352239-?;rs71352239;0;71352239;intergenic_variant;1;NR;0,00000005;7,30E+15;;;;Affymetrix [7795605] (imputed);N;Alzheimer's disease, family history of Alzheimer’s disease;http://www.ebi.ac.uk/efo/EFO_0000249, http://www.ebi.ac.uk/efo/EFO_0009268;GCST005922;Genome-wide genotyping array
20-07-2018;29777097;Marioni RE;18-05-2018;Transl Psychiatry;www.ncbi.nlm.nih.gov/pubmed/29777097;GWAS on family history of Alzheimer's disease.;Alzheimer's disease or family history of Alzheimer's disease;up to 42,034 British ancestry individuals with parental history of Alzheimer's disease, at least 272,244 British ancestry individuals with no parental history of Alzheimer's disease, 25,580 Alzheimer's disease cases, 48,466 controls;NA;19q13.32;19;44937272;NR;APOC1P1 - APOC4;ENSG00000214855;ENSG00000267467;;5886;4966;rs73045691-?;rs73045691;0;73045691;intergenic_variant;1;NR;2,00E-19;1,87E+15;;;;Affymetrix [7795605] (imputed);N;Alzheimer's disease, family history of Alzheimer’s disease;http://www.ebi.ac.uk/efo/EFO_0000249, http://www.ebi.ac.uk/efo/EFO_0009268;GCST005922;Genome-wide genotyping array
20-07-2018;29777097;Marioni RE;18-05-2018;Transl Psychiatry;www.ncbi.nlm.nih.gov/pubmed/29777097;GWAS on family history of Alzheimer's disease.;Alzheimer's disease or family history of Alzheimer's disease;up to 42,034 British ancestry individuals with parental history of Alzheimer's disease, at least 272,244 British ancestry individuals with no parental history of Alzheimer's disease, 25,580 Alzheimer's disease cases, 48,466 controls;NA;19q13.32;19;44946776;NR;APOC2, APOC4-APOC2;;;ENSG00000234906, ENSG00000224916;;;rs9304644-?;rs9304644;0;9304644;intron_variant;0;NR;0,00000005;7,30E+15;;;;Affymetrix [7795605] (imputed);N;Alzheimer's disease, family history of Alzheimer’s disease;http://www.ebi.ac.uk/efo/EFO_0000249, http://www.ebi.ac.uk/efo/EFO_0009268;GCST005922;Genome-wide genotyping array
20-07-2018;29777097;Marioni RE;18-05-2018;Transl Psychiatry;www.ncbi.nlm.nih.gov/pubmed/29777097;GWAS on family history of Alzheimer's disease.;Alzheimer's disease or family history of Alzheimer's disease;up to 42,034 British ancestry individuals with parental history of Alzheimer's disease, at least 272,244 British ancestry individuals with no parental history of Alzheimer's disease, 25,580 Alzheimer's disease cases, 48,466 controls;NA;19q13.32;19;45013623;NR;RELB;;;ENSG00000104856;;;rs34874378-?;rs34874378;0;34874378;intron_variant;0;NR;0,00000005;7,30E+15;;;;Affymetrix [7795605] (imputed);N;Alzheimer's disease, family history of Alzheimer’s disease;http://www.ebi.ac.uk/efo/EFO_0000249, http://www.ebi.ac.uk/efo/EFO_0009268;GCST005922;Genome-wide genotyping array
20-07-2018;29777097;Marioni RE;18-05-2018;Transl Psychiatry;www.ncbi.nlm.nih.gov/pubmed/29777097;GWAS on family history of Alzheimer's disease.;Alzheimer's disease or family history of Alzheimer's disease;up to 42,034 British ancestry individuals with parental history of Alzheimer's disease, at least 272,244 British ancestry individuals with no parental history of Alzheimer's disease, 25,580 Alzheimer's disease cases, 48,466 controls;NA;19q13.32;19;44982891;NR;CLPTM1;;;ENSG00000104853;;;rs57270598-?;rs57270598;0;57270598;intron_variant;0;NR;0,00000005;7,30E+15;;;;Affymetrix [7795605] (imputed);N;Alzheimer's disease, family history of Alzheimer’s disease;http://www.ebi.ac.uk/efo/EFO_0000249, http://www.ebi.ac.uk/efo/EFO_0009268;GCST005922;Genome-wide genotyping array
20-07-2018;29777097;Marioni RE;18-05-2018;Transl Psychiatry;www.ncbi.nlm.nih.gov/pubmed/29777097;GWAS on family history of Alzheimer's disease.;Alzheimer's disease or family history of Alzheimer's disease;up to 42,034 British ancestry individuals with parental history of Alzheimer's disease, at least 272,244 British ancestry individuals with no parental history of Alzheimer's disease, 25,580 Alzheimer's disease cases, 48,466 controls;NA;19q13.32;19;45020861;NR;RELB;;;ENSG00000104856;;;rs114248186-?;rs114248186;0;114248186;intron_variant;0;NR;0,00000005;7,30E+15;;;;Affymetrix [7795605] (imputed);N;Alzheimer's disease, family history of Alzheimer’s disease;http://www.ebi.ac.uk/efo/EFO_0000249, http://www.ebi.ac.uk/efo/EFO_0009268;GCST005922;Genome-wide genotyping array
20-07-2018;29777097;Marioni RE;18-05-2018;Transl Psychiatry;www.ncbi.nlm.nih.gov/pubmed/29777097;GWAS on family history of Alzheimer's disease.;Alzheimer's disease or family history of Alzheimer's disease;up to 42,034 British ancestry individuals with parental history of Alzheimer's disease, at least 272,244 British ancestry individuals with no parental history of Alzheimer's disease, 25,580 Alzheimer's disease cases, 48,466 controls;NA;19q13.32;19;45049329;NR;CLASRP;;;ENSG00000104859;;;rs147188206-?;rs147188206;0;147188206;intron_variant;0;NR;0,000000002;8,70E+15;;;;Affymetrix [7795605] (imputed);N;Alzheimer's disease, family history of Alzheimer’s disease;http://www.ebi.ac.uk/efo/EFO_0000249, http://www.ebi.ac.uk/efo/EFO_0009268;GCST005922;Genome-wide genotyping array
20-07-2018;29777097;Marioni RE;18-05-2018;Transl Psychiatry;www.ncbi.nlm.nih.gov/pubmed/29777097;GWAS on family history of Alzheimer's disease.;Alzheimer's disease or family history of Alzheimer's disease;up to 42,034 British ancestry individuals with parental history of Alzheimer's disease, at least 272,244 British ancestry individuals with no parental history of Alzheimer's disease, 25,580 Alzheimer's disease cases, 48,466 controls;NA;19q13.32;19;45077114;NR;GEMIN7-AS1;;;ENSG00000267348;;;rs60239918-?;rs60239918;0;60239918;intron_variant;0;NR;3,00E-13;1,25E+16;;;;Affymetrix [7795605] (imputed);N;Alzheimer's disease, family history of Alzheimer’s disease;http://www.ebi.ac.uk/efo/EFO_0000249, http://www.ebi.ac.uk/efo/EFO_0009268;GCST005922;Genome-wide genotyping array
20-07-2018;29777097;Marioni RE;18-05-2018;Transl Psychiatry;www.ncbi.nlm.nih.gov/pubmed/29777097;GWAS on family history of Alzheimer's disease.;Alzheimer's disease or family history of Alzheimer's disease;up to 42,034 British ancestry individuals with parental history of Alzheimer's disease, at least 272,244 British ancestry individuals with no parental history of Alzheimer's disease, 25,580 Alzheimer's disease cases, 48,466 controls;NA;19q13.32;19;45137507;NR;PPP1R37, MARK4;;;ENSG00000104866, ENSG00000007047;;;rs536518226-?;rs536518226;0;536518226;intron_variant;0;NR;0,00000005;7,30E+15;;;;Affymetrix [7795605] (imputed);N;Alzheimer's disease, family history of Alzheimer’s disease;http://www.ebi.ac.uk/efo/EFO_0000249, http://www.ebi.ac.uk/efo/EFO_0009268;GCST005922;Genome-wide genotyping array
20-07-2018;29777097;Marioni RE;18-05-2018;Transl Psychiatry;www.ncbi.nlm.nih.gov/pubmed/29777097;GWAS on family history of Alzheimer's disease.;Alzheimer's disease or family history of Alzheimer's disease;up to 42,034 British ancestry individuals with parental history of Alzheimer's disease, at least 272,244 British ancestry individuals with no parental history of Alzheimer's disease, 25,580 Alzheimer's disease cases, 48,466 controls;NA;19q13.32;19;45209421;NR;MARK4, AC005779.1;;;ENSG00000007047, ENSG00000266958;;;rs73566293-?;rs73566293;0;73566293;intron_variant;0;NR;0,00000005;7,30E+15;;;;Affymetrix [7795605] (imputed);N;Alzheimer's disease, family history of Alzheimer’s disease;http://www.ebi.ac.uk/efo/EFO_0000249, http://www.ebi.ac.uk/efo/EFO_0009268;GCST005922;Genome-wide genotyping array
20-07-2018;29777097;Marioni RE;18-05-2018;Transl Psychiatry;www.ncbi.nlm.nih.gov/pubmed/29777097;GWAS on family history of Alzheimer's disease.;Alzheimer's disease or family history of Alzheimer's disease;up to 42,034 British ancestry individuals with parental history of Alzheimer's disease, at least 272,244 British ancestry individuals with no parental history of Alzheimer's disease, 25,580 Alzheimer's disease cases, 48,466 controls;NA;1q32.2;1;207612944;NR;CR1;;;ENSG00000203710;;;rs6701713-?;rs6701713;0;6701713;intron_variant;0;NR;9,00E-24;2,30E+16;;;;Affymetrix [7795605] (imputed);N;Alzheimer's disease, family history of Alzheimer’s disease;http://www.ebi.ac.uk/efo/EFO_0000249, http://www.ebi.ac.uk/efo/EFO_0009268;GCST005922;Genome-wide genotyping array
20-07-2018;29777097;Marioni RE;18-05-2018;Transl Psychiatry;www.ncbi.nlm.nih.gov/pubmed/29777097;GWAS on family history of Alzheimer's disease.;Alzheimer's disease or family history of Alzheimer's disease;up to 42,034 British ancestry individuals with parental history of Alzheimer's disease, at least 272,244 British ancestry individuals with no parental history of Alzheimer's disease, 25,580 Alzheimer's disease cases, 48,466 controls;NA;1q32.2;1;207619564;NR;CR1;;;ENSG00000203710;;;rs12036785-?;rs12036785;0;12036785;intron_variant;0;NR;0,00000005;7,30E+15;;;;Affymetrix [7795605] (imputed);N;Alzheimer's disease, family history of Alzheimer’s disease;http://www.ebi.ac.uk/efo/EFO_0000249, http://www.ebi.ac.uk/efo/EFO_0009268;GCST005922;Genome-wide genotyping array
20-07-2018;29777097;Marioni RE;18-05-2018;Transl Psychiatry;www.ncbi.nlm.nih.gov/pubmed/29777097;GWAS on family history of Alzheimer's disease.;Alzheimer's disease or family history of Alzheimer's disease;up to 42,034 British ancestry individuals with parental history of Alzheimer's disease, at least 272,244 British ancestry individuals with no parental history of Alzheimer's disease, 25,580 Alzheimer's disease cases, 48,466 controls;NA;1q32.2;1;207677194;NR;CR1L;;;ENSG00000197721;;;rs11118328-?;rs11118328;0;11118328;intron_variant;0;NR;0,00000005;7,30E+15;;;;Affymetrix [7795605] (imputed);N;Alzheimer's disease, family history of Alzheimer’s disease;http://www.ebi.ac.uk/efo/EFO_0000249, http://www.ebi.ac.uk/efo/EFO_0009268;GCST005922;Genome-wide genotyping array
20-07-2018;29777097;Marioni RE;18-05-2018;Transl Psychiatry;www.ncbi.nlm.nih.gov/pubmed/29777097;GWAS on family history of Alzheimer's disease.;Alzheimer's disease or family history of Alzheimer's disease;up to 42,034 British ancestry individuals with parental history of Alzheimer's disease, at least 272,244 British ancestry individuals with no parental history of Alzheimer's disease, 25,580 Alzheimer's disease cases, 48,466 controls;NA;2q14.3;2;127072643;NR;BIN1;;;ENSG00000136717;;;rs17014873-?;rs17014873;0;17014873;intron_variant;0;NR;0,000000004;8,40E+15;;;;Affymetrix [7795605] (imputed);N;Alzheimer's disease, family history of Alzheimer’s disease;http://www.ebi.ac.uk/efo/EFO_0000249, http://www.ebi.ac.uk/efo/EFO_0009268;GCST005922;Genome-wide genotyping array
20-07-2018;29777097;Marioni RE;18-05-2018;Transl Psychiatry;www.ncbi.nlm.nih.gov/pubmed/29777097;GWAS on family history of Alzheimer's disease.;Alzheimer's disease or family history of Alzheimer's disease;up to 42,034 British ancestry individuals with parental history of Alzheimer's disease, at least 272,244 British ancestry individuals with no parental history of Alzheimer's disease, 25,580 Alzheimer's disease cases, 48,466 controls;NA;2q14.3;2;127068957;NR;BIN1;;;ENSG00000136717;;;rs1060743-?;rs1060743;0;1060743;synonymous_variant;0;NR;0,00000005;7,30E+15;;;;Affymetrix [7795605] (imputed);N;Alzheimer's disease, family history of Alzheimer’s disease;http://www.ebi.ac.uk/efo/EFO_0000249, http://www.ebi.ac.uk/efo/EFO_0009268;GCST005922;Genome-wide genotyping array
20-07-2018;29777097;Marioni RE;18-05-2018;Transl Psychiatry;www.ncbi.nlm.nih.gov/pubmed/29777097;GWAS on family history of Alzheimer's disease.;Alzheimer's disease or family history of Alzheimer's disease;up to 42,034 British ancestry individuals with parental history of Alzheimer's disease, at least 272,244 British ancestry individuals with no parental history of Alzheimer's disease, 25,580 Alzheimer's disease cases, 48,466 controls;NA;2q14.3;2;127135234;NR;BIN1 - NIFKP9;ENSG00000136717;ENSG00000237630;;27879;34777;rs6733839-?;rs6733839;0;6733839;intergenic_variant;1;NR;2,00E-64;6,37E+15;;11470575;[1.12899064608461-1.16541354700668];Affymetrix [7795605] (imputed);N;Alzheimer's disease, family history of Alzheimer’s disease;http://www.ebi.ac.uk/efo/EFO_0000249, http://www.ebi.ac.uk/efo/EFO_0009268;GCST005922;Genome-wide genotyping array
